Dates,Category,Descript,DayOfWeek,PdDistrict,Resolution,Address,X,Y
2015-04-28 19:30:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,TARAVAL,NONE,OCEAN AV / ASHTON AV,-122.46221286817101,37.7252659069258
2015-04-28 19:25:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,FELTON ST / SAN BRUNO AV,-122.404594140634,37.730037999512795
2015-04-28 19:20:00,OTHER OFFENSES,RESISTING ARREST,Tuesday,TARAVAL,NONE,100 Block of WESTGATE DR,-122.46501970756,37.7292403419345
2015-04-28 19:20:00,BURGLARY,"BURGLARY, HOT PROWL, UNLAWFUL ENTRY",Tuesday,TARAVAL,NONE,100 Block of WESTGATE DR,-122.46501970756,37.7292403419345
2015-04-28 19:20:00,NON-CRIMINAL,SEARCH WARRANT SERVICE,Tuesday,TARAVAL,NONE,100 Block of WESTGATE DR,-122.46501970756,37.7292403419345
2015-04-28 19:18:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, BOOKED",DUBOCE AV / VALENCIA ST,-122.42236740956301,37.76986823924551
2015-04-28 19:12:00,OTHER OFFENSES,VIOLATION OF RESTRAINING ORDER,Tuesday,TARAVAL,NONE,1500 Block of 32ND AV,-122.49065880443099,37.7582704875125
2015-04-28 19:00:00,VEHICLE THEFT,STOLEN MOTORCYCLE,Tuesday,NORTHERN,NONE,500 Block of DUBOCE AV,-122.43203178024099,37.7692223718808
2015-04-28 19:00:00,LARCENY/THEFT,GRAND THEFT BICYCLE,Tuesday,INGLESIDE,NONE,5200 Block of DIAMONDHEIGHTS BL,-122.438840058487,37.744459163161004
2015-04-28 19:00:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,BAYVIEW,NONE,VANDYKE AV / INGALLS ST,-122.386800717671,37.7259869217106
2015-04-28 19:00:00,LARCENY/THEFT,PETTY THEFT FROM UNLOCKED AUTO,Tuesday,NORTHERN,NONE,FILLMORE ST / MCALLISTER ST,-122.43176548943899,37.778631113124796
2015-04-28 19:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,SOUTHERN,NONE,MAIN ST / BRYANT ST,-122.388784430412,37.7868979973476
2015-04-28 18:47:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,NONE,1500 Block of 27TH AV,-122.485301659808,37.7585067963556
2015-04-28 18:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,CALIFORNIA ST / FRANKLIN ST,-122.423976158276,37.7901609310159
2015-04-28 18:43:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,CENTRAL,NONE,100 Block of QUINCY ST,-122.40548966501,37.7920276283945
2015-04-28 18:30:00,TRESPASS,TRESPASSING,Tuesday,CENTRAL,NONE,0 Block of CALIFORNIA ST,-122.397010347798,37.7936404234689
2015-04-28 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,TARAVAL,NONE,200 Block of SADOWA ST,-122.46083295785601,37.7123393549078
2015-04-28 18:30:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1400 Block of SUTTER ST,-122.424230101144,37.7871785622736
2015-04-28 18:30:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,TENDERLOIN,NONE,200 Block of OFARRELL ST,-122.408519707346,37.7864044708209
2015-04-28 18:22:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-04-28 18:18:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,500 Block of MARKET ST,-122.401833062479,37.7890397716649
2015-04-28 18:15:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,700 Block of EDDY ST,-122.42002595593901,37.7830500140737
2015-04-28 18:12:00,NON-CRIMINAL,AIDED CASE,Tuesday,TARAVAL,NONE,1600 Block of 45TH AV,-122.50445830938601,37.755794687003004
2015-04-28 18:10:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,SOUTHERN,NONE,900 Block of BRANNAN ST,-122.406179415424,37.7706221909544
2015-04-28 18:10:00,BURGLARY,"BURGLARY, FORCIBLE ENTRY",Tuesday,SOUTHERN,NONE,900 Block of BRANNAN ST,-122.406179415424,37.7706221909544
2015-04-28 18:00:00,TRESPASS,TRESPASSING,Tuesday,CENTRAL,NONE,2800 Block of LEAVENWORTH ST,-122.419067224379,37.8073339305952
2015-04-28 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,300 Block of MONTEREY BL,-122.44317743244899,37.7316647926496
2015-04-28 18:00:00,ASSAULT,INFLICT INJURY ON COHABITEE,Tuesday,NORTHERN,"ARREST, BOOKED",600 Block of LARCH ST,-122.42812986551901,37.7814240041364
2015-04-28 18:00:00,BURGLARY,"BURGLARY OF FLAT, UNLAWFUL ENTRY",Tuesday,BAYVIEW,NONE,1000 Block of MISSISSIPPI ST,-122.393735728116,37.7529680960675
2015-04-28 18:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,SOUTHERN,NONE,0 Block of 3RD ST,-122.40283552814199,37.786800902838394
2015-04-28 18:00:00,MISSING PERSON,MISSING ADULT,Tuesday,MISSION,NONE,2900 Block of HARRISON ST,-122.411599088523,37.7502239140329
2015-04-28 18:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,RICHMOND,"ARREST, BOOKED",100 Block of EUCLID AV,-122.44848067700899,37.7849348262425
2015-04-28 18:00:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,RICHMOND,"ARREST, BOOKED",100 Block of EUCLID AV,-122.44848067700899,37.7849348262425
2015-04-28 18:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,INGLESIDE,NONE,100 Block of DELVALE AV,-122.447065165833,37.7410039476168
2015-04-28 18:00:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,RICHMOND,"ARREST, BOOKED",100 Block of EUCLID AV,-122.44848067700899,37.7849348262425
2015-04-28 18:00:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,CENTRAL,NONE,BEACH ST / TAYLOR ST,-122.415618823722,37.8072756032801
2015-04-28 18:00:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,CENTRAL,NONE,BEACH ST / TAYLOR ST,-122.415618823722,37.8072756032801
2015-04-28 18:00:00,FRAUD,"CREDIT CARD, THEFT BY USE OF",Tuesday,CENTRAL,NONE,COLUMBUS AV / STOCKTON ST,-122.40901700761299,37.7994880717633
2015-04-28 18:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,THE EMBARCADEROSOUTH ST / HARRISON ST,-122.388485562387,37.789572762563
2015-04-28 17:50:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,SOUTHERN,UNFOUNDED,FOLSOM ST / 6TH ST,-122.405618998022,37.7785045190918
2015-04-28 17:50:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,CENTRAL,NONE,SUTTER ST / STOCKTON ST,-122.406958660602,37.789434763003996
2015-04-28 17:45:00,ASSAULT,CHILD ABUSE (PHYSICAL),Tuesday,TARAVAL,NONE,300 Block of FONT BL,-122.476531857663,37.7173471092577
2015-04-28 17:45:00,ROBBERY,ATTEMPTED ROBBERY WITH BODILY FORCE,Tuesday,TARAVAL,NONE,300 Block of FONT BL,-122.476531857663,37.7173471092577
2015-04-28 17:45:00,ASSAULT,"BATTERY, FORMER SPOUSE OR DATING RELATIONSHIP",Tuesday,TARAVAL,NONE,300 Block of FONT BL,-122.476531857663,37.7173471092577
2015-04-28 17:40:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,MISSION,NONE,3500 Block of 16TH ST,-122.43269872305099,37.7642085124936
2015-04-28 17:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE,100 Block of COLBY ST,-122.41378387003799,37.7282862193275
2015-04-28 17:30:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,INGLESIDE,NONE,BONVIEW ST / STONEMAN ST,-122.41554338511999,37.74504277212321
2015-04-28 17:20:00,LARCENY/THEFT,PETTY THEFT FROM LOCKED AUTO,Tuesday,SOUTHERN,NONE,1500 Block of MISSION ST,-122.417975390351,37.7737509379648
2015-04-28 17:08:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,0 Block of ESSEX ST,-122.395062469002,37.785993064718106
2015-04-28 17:07:00,VEHICLE THEFT,STOLEN AND RECOVERED VEHICLE,Tuesday,NORTHERN,NONE,500 Block of TURK ST,-122.418192861208,37.78232633689221
2015-04-28 17:07:00,VEHICLE THEFT,STOLEN TRUCK,Tuesday,NORTHERN,NONE,500 Block of TURK ST,-122.418192861208,37.78232633689221
2015-04-28 17:05:00,NON-CRIMINAL,FIRE REPORT,Tuesday,INGLESIDE,NONE,100 Block of MAYNARD ST,-122.42712944396601,37.7293962363967
2015-04-28 17:00:00,WEAPON LAWS,EXHIBITING DEADLY WEAPON IN A THREATING MANNER,Tuesday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129
2015-04-28 17:00:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,NONE,1200 Block of MARKET ST,-122.415448759562,37.778293520129
2015-04-28 17:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,2500 Block of LOMBARD ST,-122.443479362863,37.79879070161071
2015-04-28 17:00:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,0 Block of HARRISON ST,-122.389008295709,37.7892474519723
2015-04-28 16:55:00,ASSAULT,BATTERY,Tuesday,MISSION,NONE,17TH ST / GUERRERO ST,-122.423962124277,37.7631671994684
2015-04-28 16:45:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,BAYVIEW,NONE,400 Block of BAY SHORE BL,-122.40684425627701,37.7394012528109
2015-04-28 16:35:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, BOOKED",CAPP ST / 16TH ST,-122.418701003284,37.76510987862221
2015-04-28 16:30:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,TENDERLOIN,NONE,0 Block of UNITEDNATIONS PZ,-122.41431222924,37.77983391835871
2015-04-28 16:30:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,NORTHERN,NONE,2600 Block of LOMBARD ST,-122.444615066137,37.798682902385
2015-04-28 16:25:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,RICHMOND,NONE,100 Block of 6TH AV,-122.46456254985,37.785819272696706
2015-04-28 16:06:00,ASSAULT,AGGRAVATED ASSAULT WITH A KNIFE,Tuesday,BAYVIEW,NONE,7TH ST / IRWIN ST,-122.39742619472601,37.7684401585615
2015-04-28 16:00:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,CENTRAL,NONE,1100 Block of COLUMBUS AV,-122.416976744235,37.805069782336105
2015-04-28 16:00:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,300 Block of 5TH ST,-122.403147883142,37.779995959798
2015-04-28 16:00:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,SOUTHERN,NONE,MARKET ST / 7TH ST,-122.41251534135598,37.78047774805079
2015-04-28 15:55:00,ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,700 Block of FOLSOM ST,-122.40083528875601,37.7823579830536
2015-04-28 15:55:00,VANDALISM,"MALICIOUS MISCHIEF, BREAKING WINDOWS",Tuesday,SOUTHERN,NONE,700 Block of FOLSOM ST,-122.40083528875601,37.7823579830536
2015-04-28 15:54:00,LOITERING,LOITERING ABOUT SCHOOL/PLAYGROUND,Tuesday,NORTHERN,NONE,1000 Block of ELLIS ST,-122.423477953324,37.7834532119734
2015-04-28 15:54:00,SUSPICIOUS OCC,INVESTIGATIVE DETENTION,Tuesday,MISSION,"ARREST, BOOKED",FOLSOM ST / 17TH ST,-122.415155941054,37.7636979308883
2015-04-28 15:54:00,DRUG/NARCOTIC,POSSESSION OF COCAINE,Tuesday,MISSION,"ARREST, BOOKED",FOLSOM ST / 17TH ST,-122.415155941054,37.7636979308883
2015-04-28 15:54:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, BOOKED",FOLSOM ST / 17TH ST,-122.415155941054,37.7636979308883
2015-04-28 15:50:00,BURGLARY,"BURGLARY OF STORE, UNLAWFUL ENTRY",Tuesday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2015-04-28 15:50:00,OTHER OFFENSES,CONSPIRACY,Tuesday,MISSION,NONE,2300 Block of 16TH ST,-122.409529913278,37.7657184395282
2015-04-28 15:50:00,ASSAULT,BATTERY,Tuesday,TARAVAL,NONE,GARFIELD ST / BRIGHT ST,-122.463561398379,37.719889598624
2015-04-28 15:45:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,TENDERLOIN,NONE,600 Block of ELLIS ST,-122.416916142188,37.78439444920679
2015-04-28 15:45:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,NORTHERN,"ARREST, BOOKED",FILLMORE ST / GEARY BL,-122.432914603494,37.7843533426568
2015-04-28 15:45:00,OTHER OFFENSES,SPEEDING,Tuesday,INGLESIDE,"ARREST, CITED",SICKLES AV / SEARS ST,-122.45388681070601,37.7096779295136
2015-04-28 15:32:00,ROBBERY,ROBBERY OF A BANK WITH A DANGEROUS WEAPON,Tuesday,BAYVIEW,"ARREST, BOOKED",4900 Block of 3RD ST,-122.390978248429,37.733588480771395
2015-04-28 15:32:00,STOLEN PROPERTY,"STOLEN PROPERTY, POSSESSION WITH KNOWLEDGE, RECEIVING",Tuesday,BAYVIEW,"ARREST, BOOKED",4900 Block of 3RD ST,-122.390978248429,37.733588480771395
2015-04-28 15:32:00,OTHER OFFENSES,FALSE PERSONATION,Tuesday,BAYVIEW,"ARREST, BOOKED",4900 Block of 3RD ST,-122.390978248429,37.733588480771395
2015-04-28 15:30:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE,0 Block of LENOX WY,-122.464741958044,37.743017293649395
2015-04-28 15:30:00,OTHER OFFENSES,"SCHOOL, PUBLIC, TRESPASS",Tuesday,TARAVAL,NONE,0 Block of LENOX WY,-122.464741958044,37.743017293649395
2015-04-28 15:29:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,MISSION,NONE,200 Block of SHOTWELL ST,-122.416374835778,37.7644225165568
2015-04-28 15:16:00,LARCENY/THEFT,GRAND THEFT FROM UNLOCKED AUTO,Tuesday,BAYVIEW,NONE,2100 Block of OAKDALE AV,-122.398787492126,37.7393294944378
2015-04-28 15:15:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of GRANT AV,-122.40485851617399,37.7872026250974
2015-04-28 15:15:00,LARCENY/THEFT,GRAND THEFT FROM PERSON,Tuesday,TENDERLOIN,NONE,200 Block of TURK ST,-122.413237516676,37.78284302332129
2015-04-28 15:15:00,WARRANTS,ENROUTE TO OUTSIDE JURISDICTION,Tuesday,PARK,"ARREST, BOOKED",300 Block of BAKER ST,-122.44094958992599,37.7741190407726
2015-04-28 15:15:00,OTHER OFFENSES,RESISTING ARREST,Tuesday,TENDERLOIN,"ARREST, BOOKED",0 Block of GRANT AV,-122.40485851617399,37.7872026250974
2015-04-28 15:15:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,MARKET ST / POWELL ST,-122.40754585593099,37.784401179486
2015-04-28 15:11:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,MISSION,NONE,600 Block of VALENCIA ST,-122.421747650463,37.7627436601147
2015-04-28 15:00:00,ROBBERY,"ROBBERY, ARMED WITH A GUN",Tuesday,SOUTHERN,EXCEPTIONAL CLEARANCE,1000 Block of HARRISON ST,-122.40443970383801,37.777058307998296
2015-04-28 15:00:00,OTHER OFFENSES,MISCELLANEOUS INVESTIGATION,Tuesday,TARAVAL,NONE,2500 Block of 25TH AV,-122.48185377428601,37.7399560599886
2015-04-28 15:00:00,NON-CRIMINAL,"DEATH REPORT, CAUSE UNKNOWN",Tuesday,TARAVAL,NONE,1400 Block of 27TH AV,-122.48557069008301,37.7603673922081
2015-04-28 15:00:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,NORTHERN,NONE,0 Block of RICO WY,-122.439280584538,37.8050074623635
2015-04-28 15:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,MISSION,NONE,200 Block of CHATTANOOGA ST,-122.426334982169,37.752554160607
2015-04-28 14:52:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,TENDERLOIN,UNFOUNDED,GOLDEN GATE AV / JONES ST,-122.412224164736,37.7820729312029
2015-04-28 14:35:00,LARCENY/THEFT,PETTY THEFT OF PROPERTY,Tuesday,TARAVAL,NONE,700 Block of TARAVAL ST,-122.47410271041599,37.743174496996296
2015-04-28 14:30:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,RICHMOND,NONE,2700 Block of CLAY ST,-122.438320244488,37.790130659179894
2015-04-28 14:30:00,ROBBERY,ROBBERY OF A COMMERCIAL ESTABLISHMENT W/ WEAPON,Tuesday,INGLESIDE,NONE,1200 Block of GENEVA AV,-122.43570645022699,37.71411212537
2015-04-28 14:30:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,BAYVIEW,NONE,1600 Block of QUESADA AV,-122.390478529234,37.7327208838049
2015-04-28 14:30:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,NORTHERN,NONE,1500 Block of POLK ST,-122.420713728356,37.791054571840796
2015-04-28 14:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,PARK,NONE,1900 Block of GEARY BL,-122.436248450213,37.784048423586995
2015-04-28 14:30:00,NON-CRIMINAL,AIDED CASE -PROPERTY FOR DESTRUCTION,Tuesday,RICHMOND,NONE,400 Block of 6TH AV,-122.464279879446,37.7800332991006
2015-04-28 14:30:00,NON-CRIMINAL,"LICENSE PLATE, FOUND",Tuesday,INGLESIDE,NONE,400 Block of DETROIT ST,-122.444228296584,37.7312945731944
2015-04-28 14:30:00,LARCENY/THEFT,GRAND THEFT PICKPOCKET,Tuesday,CENTRAL,NONE,STOCKTON ST / PACIFIC AV,-122.408433097286,37.7967039278443
2015-04-28 14:28:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,NORTHERN,NONE,AUSTIN ST / VANNESS AV,-122.422048136471,37.788956265767204
2015-04-28 14:28:00,ASSAULT,AGGRAVATED ASSAULT WITH A DEADLY WEAPON,Tuesday,NORTHERN,NONE,AUSTIN ST / VANNESS AV,-122.422048136471,37.788956265767204
2015-04-28 14:25:00,LARCENY/THEFT,PETTY THEFT SHOPLIFTING,Tuesday,SOUTHERN,"ARREST, BOOKED",800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-04-28 14:23:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,NONE,18TH ST / SOUTH VAN NESS AV,-122.41718044863501,37.76196742181021
2015-04-28 14:20:00,ASSAULT,BATTERY,Tuesday,BAYVIEW,NONE,1600 Block of QUESADA AV,-122.390478529234,37.7327208838049
2015-04-28 14:20:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,BAYVIEW,NONE,100 Block of HALE ST,-122.408143720703,37.732337876936995
2015-04-28 14:15:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,NORTHERN,UNFOUNDED,UNION ST / GOUGH ST,-122.427270640646,37.7981336020854
2015-04-28 14:15:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,NORTHERN,UNFOUNDED,UNION ST / GOUGH ST,-122.427270640646,37.7981336020854
2015-04-28 14:03:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,INGLESIDE,NONE,4400 Block of MISSION ST,-122.433193907155,37.726911158616296
2015-04-28 14:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,TARAVAL,NONE,1800 Block of IRVING ST,-122.477696048974,37.7635915438758
2015-04-28 14:00:00,MISSING PERSON,MISSING ADULT,Tuesday,RICHMOND,NONE,6300 Block of GEARY BL,-122.487429256289,37.7800894126441
2015-04-28 14:00:00,OTHER OFFENSES,FALSE PERSONATION TO RECEIVE MONEY OR PROPERTY,Tuesday,MISSION,NONE,2400 Block of 23RD ST,-122.404007710567,37.7543694869111
2015-04-28 13:50:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,NORTHERN,"ARREST, BOOKED",1400 Block of PINE ST,-122.41969481369699,37.7897774160756
2015-04-28 13:50:00,ASSAULT,BATTERY,Tuesday,NORTHERN,"ARREST, BOOKED",1400 Block of PINE ST,-122.41969481369699,37.7897774160756
2015-04-28 13:50:00,BURGLARY,"BURGLARY, VEHICLE (ARREST MADE)",Tuesday,NORTHERN,"ARREST, BOOKED",1400 Block of PINE ST,-122.41969481369699,37.7897774160756
2015-04-28 13:47:00,NON-CRIMINAL,FOUND PROPERTY,Tuesday,RICHMOND,NONE,3900 Block of GEARY BL,-122.461603688677,37.7810177788514
2015-04-28 13:45:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,CENTRAL,NONE,0 Block of CALIFORNIA ST,-122.397010347798,37.7936404234689
2015-04-28 13:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,TARAVAL,NONE,3200 Block of 20TH AV,-122.47564746078599,37.7285280627465
2015-04-28 13:35:00,LARCENY/THEFT,GRAND THEFT SHOPLIFTING,Tuesday,NORTHERN,"ARREST, BOOKED",1300 Block of POLK ST,-122.420285729368,37.788940782957
2015-04-28 13:35:00,OTHER OFFENSES,CONSPIRACY,Tuesday,NORTHERN,"ARREST, BOOKED",1300 Block of POLK ST,-122.420285729368,37.788940782957
2015-04-28 13:32:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,BAYVIEW,"ARREST, BOOKED",NEWCOMB AV / NEWHALL ST,-122.391648748966,37.7362897860778
2015-04-28 13:30:00,ASSAULT,BATTERY,Tuesday,SOUTHERN,NONE,900 Block of MARKET ST,-122.408421116922,37.7835699386918
2015-04-28 13:30:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,RICHMOND,NONE,6300 Block of GEARY BL,-122.487429256289,37.7800894126441
2015-04-28 13:29:00,ASSAULT,BATTERY,Tuesday,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.404974448604,37.7789337876718
2015-04-28 13:29:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,SOUTHERN,"ARREST, BOOKED",900 Block of FOLSOM ST,-122.404974448604,37.7789337876718
2015-04-28 13:20:00,NON-CRIMINAL,"AIDED CASE, INJURED PERSON",Tuesday,SOUTHERN,NONE,800 Block of BRYANT ST,-122.40340479147899,37.775420706711
2015-04-28 13:15:00,NON-CRIMINAL,LOST PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.407633520742,37.7841893501425
2015-04-28 13:10:00,SUSPICIOUS OCC,SUSPICIOUS OCCURRENCE,Tuesday,SOUTHERN,NONE,500 Block of MARKET ST,-122.401833062479,37.7890397716649
2015-04-28 13:10:00,ASSAULT,BATTERY,Tuesday,BAYVIEW,"ARREST, BOOKED",19TH ST / MINNESOTA ST,-122.39057495758499,37.7616527682409
2015-04-28 13:07:00,NON-CRIMINAL,PROPERTY FOR IDENTIFICATION,Tuesday,MISSION,NONE,FOLSOM ST / 17TH ST,-122.415155941054,37.7636979308883
2015-04-28 13:00:00,LARCENY/THEFT,GRAND THEFT FROM A BUILDING,Tuesday,MISSION,NONE,3900 Block of 18TH ST,-122.43169957972,37.761032344117204
2015-04-28 13:00:00,FRAUD,FRAUDULENT USE OF AUTOMATED TELLER CARD,Tuesday,NORTHERN,NONE,300 Block of PAGE ST,-122.426555668987,37.77361306163871
2015-04-28 13:00:00,VEHICLE THEFT,STOLEN AUTOMOBILE,Tuesday,RICHMOND,NONE,3RD AV / CABRILLO ST,-122.460661132518,37.7755170239008
2015-04-28 12:58:00,OTHER OFFENSES,"DRIVERS LICENSE, SUSPENDED OR REVOKED",Tuesday,MISSION,"ARREST, BOOKED",DUBOCE AV / GUERRERO ST,-122.424582054935,37.7697332124321
2015-04-28 12:45:00,LARCENY/THEFT,GRAND THEFT OF PROPERTY,Tuesday,SOUTHERN,NONE,800 Block of MARKET ST,-122.40652098714399,37.7850629421661
2015-04-28 12:40:00,NON-CRIMINAL,"AIDED CASE, MENTAL DISTURBED",Tuesday,TARAVAL,NONE,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
2015-04-28 12:40:00,SECONDARY CODES,JUVENILE INVOLVED,Tuesday,TARAVAL,NONE,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
2015-04-28 12:40:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM",Tuesday,TARAVAL,NONE,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
2015-04-28 12:40:00,ASSAULT,THREATS AGAINST LIFE,Tuesday,TARAVAL,NONE,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
2015-04-28 12:40:00,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Tuesday,TARAVAL,NONE,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
2015-04-28 12:40:00,OTHER OFFENSES,INCIDENT ON SCHOOL GROUNDS,Tuesday,TARAVAL,NONE,2200 Block of 14TH AV,-122.470359608661,37.7460753397163
2015-04-28 12:30:00,LARCENY/THEFT,PETTY THEFT FROM A BUILDING,Tuesday,CENTRAL,NONE,500 Block of COLUMBUS AV,-122.409576373262,37.7999519603954
2015-04-28 12:29:00,NON-CRIMINAL,"CIVIL SIDEWALKS, CITATION",Tuesday,MISSION,"ARREST, BOOKED",2000 Block of MARKET ST,-122.426955631709,37.769247063207004
2015-04-28 12:25:00,ASSAULT,AGGRAVATED ASSAULT WITH BODILY FORCE,Tuesday,SOUTHERN,NONE,1600 Block of MISSION ST,-122.419230534198,37.7720332586406
2015-04-28 12:00:00,LARCENY/THEFT,GRAND THEFT FROM LOCKED AUTO,Tuesday,NORTHERN,NONE,1900 Block of VANNESS AV,-122.422790982118,37.7935231997019
2015-04-28 12:00:00,VANDALISM,"MALICIOUS MISCHIEF, VANDALISM OF VEHICLES",Tuesday,TARAVAL,NONE,0 Block of CHUMASERO DR,-122.47287586133899,37.713317784448
