"station_nbr","date","tmax","tmin","tavg","depart","dewpoint","wetbulb","heat","cool","sunrise","sunset","codesum","snowfall","preciptotal","stnpressure","sealevel","resultspeed","resultdir","avgspeed"
1,2012-12-11,"48","32","40","M","32","38","25"," 0","-","-","RA","M","0.01","29.65","29.88"," 5.4","30","5.8"
2,2012-12-11,"52","30","41","11","28","35","24"," 0","0706","1615","RA","0.0","0.02","28.71","29.87","11.9","29","12.1"
1,2012-12-12,"37","26","32","M","21","28","33"," 0","-","-"," ","M","0.00","30.14","30.34"," 1.7","26","2.0"
2,2012-12-12,"36","26","31"," 1","19","27","34"," 0","0707","1616"," ","0.0","0.00","29.15","30.32"," 7.1","29","7.8"
1,2012-12-13,"44","24","34","M","22","28","31"," 0","-","-"," ","M","0.00","30.25","30.40"," 0.7","22","0.9"
2,2012-12-13,"41","28","35"," 5","20","29","30"," 0","0708","1616"," ","0.0","0.00","29.26","30.38"," 5.4","29","6.4"
1,2012-12-14,"49","26","38","M","22","31","27"," 0","-","-"," ","M","0.00","30.01","30.17"," 4.9","24","5.7"
2,2012-12-14,"44","28","36"," 7","22","30","29"," 0","0708","1616"," ","0.0","0.00","29.05","30.17","11.2","27","11.7"
1,2012-12-15,"41","25","33","M","21","29","32"," 0","-","-"," ","M","0.00","30.11","30.30"," 1.4","01","3.2"
2,2012-12-15,"41","29","35"," 6","22","30","30"," 0","0709","1616"," ","0.0","0.00","29.12","30.27"," 3.0","34","6.2"
1,2012-12-16,"28","25","27","M","19","24","38"," 0","-","-","SN BR UP","M","  T","30.11","30.26"," 7.8","03","7.8"
2,2012-12-16,"30","25","28","-1","23","26","37"," 0","0710","1616","FZRA FG+ FZFG BR HZ","  T","0.14","29.08","30.19"," 8.3","06","8.3"
1,2012-12-17,"35","25","30","M","28","30","35"," 0","-","-","RA FZRA SN BR","M","0.15","29.86","30.00"," 9.5","02","9.6"
2,2012-12-17,"33","28","31"," 3","29","30","34"," 0","0710","1617","RA FZRA SN FG+ FG FZFG BR","  T","0.29","28.84","29.94","10.2","04","10.4"
1,2012-12-18,"51","35","43","M","41","42","22"," 0","-","-","RA BR","M","0.92","29.40","29.53"," 2.7","34","7.0"
2,2012-12-18,"45","33","39","11","38","39","26"," 0","0711","1617","RA FG+ FG BR","0.0","0.69","28.45","29.52"," 5.5","33","9.7"
1,2012-12-19,"45","38","42","M","32","37","23"," 0","-","-","BR","M","  T","29.47","29.70"," 10.0","31","10.3"
2,2012-12-19,"42","35","39","11","29","34","26"," 0","0712","1617"," ","0.0","0.00","28.55","29.71","16.4","31","17.2"
1,2012-12-20,"41","29","35","M","28","33","30"," 0","-","-"," ","M","  T","29.97","30.15"," 2.2","03","2.8"
2,2012-12-20,"40","29","35"," 8","27","32","30"," 0","0712","1618","SN BR","0.0","0.00","28.99","30.12"," 2.7","03","7.2"
1,2012-12-21,"54","37","46","M","39","42","19"," 0","-","-","RA BR","M","0.73","29.35","29.44"," 7.0","14","11.6"
2,2012-12-21,"53","32","43","16","37","38","22"," 0","0713","1618","RA SN FG+ BR","1.0","1.06","28.36","29.39"," 5.9","17","14.5"
1,2012-12-22,"40","29","35","M","21","30","30"," 0","-","-"," ","M","  T","29.18","29.40","10.4","26","11.9"
2,2012-12-22,"33","26","30"," 3","20","27","35"," 0","0713","1619","SN BR UP","  T","  T","28.26","29.40","18.2","27","19.1"
1,2012-12-23,"40","25","33","M","17","27","32"," 0","-","-"," ","M","0.00","29.60","29.79"," 8.4","25","9.2"
2,2012-12-23,"35","26","31"," 4","17","26","34"," 0","0714","1619"," ","0.0","0.00","28.65","29.80","14.2","27","14.6"
1,2012-12-24,"40","27","34","M","17","27","31"," 0","-","-"," ","M","0.00","29.82","30.01"," 3.1","26","4.5"
2,2012-12-24,"36","26","31"," 4","16","26","34"," 0","0714","1620"," ","0.0","0.00","28.85","29.99"," 7.5","28","8.1"
1,2012-12-25,"34","26","30","M","21","27","35"," 0","-","-","SN BR UP","M","0.01","29.90","30.09"," 2.7","33","3.2"
2,2012-12-25,"34","23","29"," 3","21","26","36"," 0","0715","1621","SN BR","0.6","0.03","28.91","30.06"," 6.5","35","8.2"
1,2012-12-26,"37","19","28","M","19","26","37"," 0","-","-","RA SN BR","M","0.11","30.09","30.23"," 4.3","05","5.0"
2,2012-12-26,"31","21","26"," 0","17","24","39"," 0","0715","1621","SN FG+ FZFG BR","3.7","0.29","29.07","30.18"," 8.1","05","10.4"
1,2012-12-27,"44","31","38","M","32","35","27"," 0","-","-","RA SN BR UP","M","1.98","29.40","29.52","16.4","03","19.8"
2,2012-12-27,"33","27","30"," 4","30","31","35"," 0","0715","1622","RA FZRA SN BR UP","3.0","0.91","28.40","29.49","13.9","01","18.1"
1,2012-12-28,"36","27","32","M","20","28","33"," 0","-","-"," ","M","0.00","29.67","29.89","10.3","30","10.7"
2,2012-12-28,"32","22","27"," 1","20","25","38"," 0","0716","1623"," ","0.0","0.00","28.74","29.90","12.6","30","13.1"
1,2012-12-29,"32","25","29","M","23","27","36"," 0","-","-","SN FZFG BR","M","  T","29.67","29.79"," 4.7","01","6.4"
2,2012-12-29,"30","22","26"," 1","22","25","39"," 0","0716","1623","SN FZFG BR","9.3","0.57","28.69","29.76"," 5.2","01","8.3"
1,2012-12-30,"30","20","25","M","14","23","40"," 0","-","-","SN UP","M","  T","29.50","29.69","13.5","30","13.8"
2,2012-12-30,"27","16","22","-3","14","20","43"," 0","0716","1624","SN BR UP","M","0.02","28.53","29.71","20.1","30","20.3"
1,2012-12-31,"34","15","25","M","16","M","40"," 0","-","-"," ","M","0.02","29.78","29.92"," 7.3","24","7.5"
2,2012-12-31,"M","M","M","M","M","M","M","M","0716","1625"," ","M","M","M","M","M","M","M"
1,2013-01-01,"36","18","27","M","13","25","38"," 0","-","-"," ","M","0.07","29.60","29.79","10.0","28","11.5"
2,2013-01-01,"32","16","24","-1","14","23","41"," 0","0716","1626","UP","  T","  T","28.65","29.79","16.4","28","17.1"
1,2013-01-02,"28","8","18","M","4","15","47"," 0","-","-"," ","M","  T","29.79","29.99"," 7.7","29","8.9"
2,2013-01-02,"25","8","17","-8","5","14","48"," 0","0716","1627"," ","  T","  T","28.80","29.97"," 9.7","29","10.9"
1,2013-01-03,"25","5","15","M","-3","11","50"," 0","-","-"," ","M","  T","29.92","30.09"," 5.2","28","5.9"
2,2013-01-03,"21","2","12","-13","-2","10","53"," 0","0716","1628"," ","0.0","0.00","28.91","30.06","11.6","29","12.5"
1,2013-01-04,"38","17","28","M","17","26","37"," 0","-","-"," ","M","0.00","29.72","29.88"," 8.6","22","8.9"
2,2013-01-04,"33","20","27"," 3","17","24","38"," 0","0716","1629"," ","0.0","0.00","28.77","29.89","14.8","25","15.0"
1,2013-01-05,"41","22","32","M","17","28","33"," 0","-","-"," ","M","0.00","29.88","30.10"," 6.2","28","8.1"
2,2013-01-05,"37","24","31"," 7","17","27","34"," 0","0716","1630"," ","0.0","0.00","28.94","30.10","10.0","28","10.8"
1,2013-01-06,"42","21","32","M","23","29","33"," 0","-","-","SN","M","  T","29.89","30.04"," 4.0","23","4.4"
2,2013-01-06,"38","23","31"," 7","22","28","34"," 0","0716","1630","SN BR","0.2","0.01","28.91","30.02"," 8.6","24","9.1"
1,2013-01-07,"37","22","30","M","19","28","35"," 0","-","-"," ","M","0.00","30.03","30.25"," 2.6","30","4.6"
2,2013-01-07,"35","21","28"," 4","18","26","37"," 0","0716","1631"," ","0.0","0.00","29.06","30.23"," 6.9","29","8.6"
1,2013-01-08,"45","25","35","M","24","31","30"," 0","-","-"," ","M","0.00","30.14","30.32"," 6.1","23","6.4"
2,2013-01-08,"42","22","32"," 8","23","30","33"," 0","0716","1633"," ","0.0","0.00","29.18","30.32","14.2","24","14.5"
1,2013-01-09,"45","23","34","M","25","32","31"," 0","-","-","BR HZ","M","  T","30.08","30.22"," 4.4","23","4.9"
2,2013-01-09,"42","27","35","11","25","32","30"," 0","0716","1634","RA","0.0","  T","29.11","30.21"," 9.3","24","10.8"
1,2013-01-10,"47","32","40","M","22","34","25"," 0","-","-"," ","M","0.00","30.09","30.33","11.0","30","11.5"
2,2013-01-10,"42","32","37","13","21","31","28"," 0","0716","1635"," ","0.0","0.00","29.17","30.35","14.6","30","15.3"
1,2013-01-11,"41","25","33","M","27","32","32"," 0","-","-","RA BR","M","0.13","30.27","30.41"," 0.4","16","1.1"
2,2013-01-11,"35","28","32"," 8","25","30","33"," 0","0715","1636","RA FG+ BR UP","0.0","0.14","29.28","30.38"," 2.6","11","5.3"
1,2013-01-12,"44","39","42","M","39","40","23"," 0","-","-","FG+ FG BR","M","  T","30.01","30.18"," 0.6","20","1.2"
2,2013-01-12,"41","34","38","14","37","38","27"," 0","0715","1637","FG+ FG","0.0","0.01","29.03","30.16"," 2.7","22","4.7"
1,2013-01-13,"52","42","47","M","44","46","18"," 0","-","-","FG+ FG BR","M","0.00","29.93","30.08"," 4.6","21","4.6"
2,2013-01-13,"47","39","43","19","43","43","22"," 0","0715","1638","FG+ FG BR","0.0","0.00","28.97","30.08","10.7","23","10.9"
1,2013-01-14,"63","41","52","M","39","46","13"," 0","-","-"," ","M","0.00","29.83","30.05"," 6.7","27","9.2"
2,2013-01-14,"53","35","44","21","38","42","21"," 0","0714","1639","RA FG+ FG BR","0.0","0.01","28.91","30.06","10.7","26","12.6"
1,2013-01-15,"43","32","38","M","22","32","27"," 0","-","-"," ","M","0.00","30.11","30.28"," 2.9","34","3.4"
2,2013-01-15,"37","30","34","11","22","29","31"," 0","0714","1640","RA","0.0","  T","29.13","30.26"," 4.1","34","5.5"
1,2013-01-16,"34","30","32","M","28","31","33"," 0","-","-","FZRA SN FZFG BR","M","0.01","29.88","30.00"," 1.6","36","3.3"
2,2013-01-16,"32","27","30"," 7","27","29","35"," 0","0713","1641","FZRA SN FZFG BR UP","4.2","0.41","28.89","29.97"," 1.9","36","6.1"
1,2013-01-17,"42","29","36","M","23","30","29"," 0","-","-"," ","M","0.51","29.78","29.97"," 5.6","26","8.1"
2,2013-01-17,"37","26","32"," 9","23","28","33"," 0","0713","1643"," ","0.0","0.00","28.82","29.96","11.8","28","12.6"
1,2013-01-18,"29","15","22","M","-1","16","43"," 0","-","-"," ","M","0.00","30.12","30.32"," 6.9","30","9.2"
2,2013-01-18,"26","14","20","-3","0","14","45"," 0","0712","1644"," ","0.0","0.00","29.10","30.29"," 7.5","29","10.5"
1,2013-01-19,"47","22","35","M","19","31","30"," 0","-","-"," ","M","0.00","29.98","30.10"," 10.0","22","10.3"
2,2013-01-19,"42","17","30"," 7","19","29","35"," 0","0712","1645"," ","0.0","0.00","29.00","30.09","16.7","23","17.0"
1,2013-01-20,"54","29","42","M","22","34","23"," 0","-","-"," ","M","0.00","29.54","29.72","12.5","25","14.5"
2,2013-01-20,"47","24","36","13","21","31","29"," 0","0711","1646"," ","0.0","0.00","28.61","29.73","18.3","25","21.2"
1,2013-01-21,"29","20","25","M","7","20","40"," 0","-","-","SN BR","M","0.01","29.82","29.98"," 5.5","25","7.5"
2,2013-01-21,"24","17","21","-2","9","17","44"," 0","0710","1647","SN BR","0.8","0.06","28.82","29.95"," 6.5","27","7.0"
1,2013-01-22,"25","13","19","M","7","17","46"," 0","-","-","SN BR","M","  T","29.70","29.89"," 8.1","29","8.5"
2,2013-01-22,"20","6","13","-10","2","12","52"," 0","0710","1649","SN BR","0.1","0.01","28.71","29.89","11.4","29","12.1"
1,2013-01-23,"16","6","11","M","-11","7","54"," 0","-","-"," ","M","0.00","29.93","30.11"," 9.2","29","9.9"
2,2013-01-23,"11","1","6","-17","-8","3","59"," 0","0709","1650"," ","0.0","0.00","28.92","30.09","11.7","27","12.1"
1,2013-01-24,"19","2","11","M","-12","7","54"," 0","-","-"," ","M","0.00","29.95","30.13","12.0","30","12.3"
2,2013-01-24,"15","-2","7","-16","-10","4","58"," 0","0708","1651"," ","0.0","0.00","28.94","30.12","15.1","29","15.4"
1,2013-01-25,"24","8","16","M","-8","12","49"," 0","-","-","SN","M","  T","30.04","30.21"," 8.9","29","9.2"
2,2013-01-25,"18","4","11","-12","-6","8","54"," 0","0707","1652","SN BR","0.5","0.03","29.05","30.19"," 9.9","28","10.1"
1,2013-01-26,"24","11","18","M","0","14","47"," 0","-","-"," ","M","  T","29.91","30.10"," 8.9","31","9.2"
2,2013-01-26,"20","7","14","-9","0","10","51"," 0","0707","1654"," ","  T","  T","28.90","30.08","11.6","31","11.8"
1,2013-01-27,"30","14","22","M","-2","16","43"," 0","-","-"," ","M","0.00","30.18","30.38"," 9.9","30","10.0"
2,2013-01-27,"27","8","18","-5","0","13","47"," 0","0706","1655"," ","0.0","0.00","29.18","30.37"," 9.9","29","10.4"
1,2013-01-28,"32","18","25","M","8","21","40"," 0","-","-","SN BR UP","M","0.14","30.14","30.28"," 0.6","31","1.8"
2,2013-01-28,"26","16","21","-2","11","19","44"," 0","0705","1656","FZRA SN FG+ FZFG BR UP","1.5","0.15","29.13","30.24"," 2.0","24","6.0"
1,2013-01-29,"36","25","31","M","25","29","34"," 0","-","-","RA SN BR","M","0.02","29.97","30.16"," 1.9","36","1.9"
2,2013-01-29,"32","24","28"," 4","26","27","37"," 0","0704","1658","FZRA FG+ FG FZFG BR UP","0.0","0.13","28.97","30.12"," 2.4","10","4.6"
1,2013-01-30,"62","34","48","M","45","47","17"," 0","-","-","RA FG+ BR","M","0.07","29.69","29.78"," 5.9","20","6.5"
2,2013-01-30,"56","32","44","20","46","47","21"," 0","0703","1659","RA FZRA FG+ BR","0.0","0.17","28.72","29.77","14.9","21","15.1"
1,2013-01-31,"63","31","47","M","34","43","18"," 0","-","-","RA","M","0.31","29.10","29.27","16.4","24","19.5"
2,2013-01-31,"59","27","43","19","33","39","22"," 0","0702","1700","RA SN BR","  T","0.82","28.20","29.27","17.6","24","21.9"
1,2013-02-01,"34","23","29","M","7","23","36"," 0","-","-"," ","M","0.00","29.59","29.81","13.5","27","14.5"
2,2013-02-01,"29","18","24"," 0","6","19","41"," 0","0701","1701","SN","  T","  T","28.63","29.81","15.6","27","16.4"
1,2013-02-02,"30","17","24","M","4","19","41"," 0","-","-"," ","M","0.00","29.96","30.14"," 5.8","25","7.0"
2,2013-02-02,"26","13","20","-4","4","16","45"," 0","0660","1703","SN","  T","  T","28.97","30.11","11.3","24","12.8"
1,2013-02-03,"28","19","24","M","18","23","41"," 0","-","-","SN","M","  T","29.75","29.89"," 4.1","34","5.0"
2,2013-02-03,"25","17","21","-3","16","20","44"," 0","0659","1704","SN BR","0.7","0.03","28.75","29.85"," 1.6","34","3.6"
1,2013-02-04,"31","20","26","M","8","20","39"," 0","-","-"," ","M","0.00","29.60","29.79","11.5","27","11.8"
2,2013-02-04,"25","16","21","-3","8","17","44"," 0","0658","1705"," ","  T","  T","28.65","29.80","13.6","27","13.9"
1,2013-02-05,"31","20","26","M","8","21","39"," 0","-","-","SN","M","  T","29.81","29.98"," 2.1","26","3.8"
2,2013-02-05,"26","17","22","-2","12","19","43"," 0","0657","1707","SN BR","0.3","0.01","28.80","29.95"," 1.8","21","4.2"
1,2013-02-06,"39","21","30","M","17","26","35"," 0","-","-","SN BR HZ","M","0.01","29.85","30.05"," 5.1","28","5.9"
2,2013-02-06,"34","20","27"," 3","14","23","38"," 0","0656","1708","SN BR","0.2","  T","28.87","30.04"," 9.5","27","9.8"
1,2013-02-07,"29","16","23","M","-2","17","42"," 0","-","-"," ","M","0.00","30.29","30.48"," 4.2","34","5.1"
2,2013-02-07,"29","13","21","-4","1","17","44"," 0","0654","1709"," ","0.0","0.00","29.26","30.43"," 1.7","35","6.2"
1,2013-02-08,"30","18","24","M","16","21","41"," 0","-","-","SN FG+ FZFG BR UP HZ","M","0.25","30.09","30.16","M","M","10.9"
2,2013-02-08,"24","16","20","-5","16","19","45"," 0","0653","1711","SN FG+ FZFG BR","15.2","1.05","29.01","30.06","14.1","04","14.5"
1,2013-02-09,"22","16","19","M","9","17","46"," 0","-","-","SN UP HZ","M","0.22","29.64","29.87","M","M","M"
2,2013-02-09,"21","12","17","-8","8","14","48"," 0","0652","1712","SN FG+ FZFG BR UP","13.5","0.85","28.66","29.86","20.8","33","21.3"
1,2013-02-10,"39","11","25","M","0","17","40"," 0","-","-"," ","M","0.00","30.16","30.34"," 4.0","31","4.3"
2,2013-02-10,"35","11","23","-2","-1","17","42"," 0","0651","1713"," ","0.0","0.00","29.16","30.33"," 8.5","30","10.4"
1,2013-02-11,"39","11","25","M","24","28","40"," 0","-","-","RA SN FG BR UP","M","0.24","29.88","29.97"," 0.8","28","1.4"
2,2013-02-11,"43","22","33"," 8","28","32","32"," 0","0649","1714","RA FZRA SN FG+ FG FZFG BR UP","  T","0.24","28.89","29.94"," 9.1","23","11.0"
1,2013-02-12,"45","34","40","M","27","34","25"," 0","-","-","BR","M","  T","29.52","29.71","11.7","25","11.9"
2,2013-02-12,"40","32","36","11","25","31","29"," 0","0648","1716"," ","0.0","0.00","28.60","29.73","15.8","27","15.9"
1,2013-02-13,"42","28","35","M","22","30","30"," 0","-","-"," ","M","  T","29.65","29.81"," 3.7","27","4.7"
2,2013-02-13,"39","28","34"," 9","20","28","31"," 0","0647","1717","SN","0.0","0.00","28.69","29.79"," 5.5","30","7.4"
1,2013-02-14,"44","29","37","M","21","31","28"," 0","-","-"," ","M","  T","29.70","29.88"," 2.2","36","4.3"
2,2013-02-14,"40","28","34"," 8","19","29","31"," 0","0645","1718"," ","  T","  T","28.73","29.87"," 4.1","27","6.4"
1,2013-02-15,"51","28","40","M","28","35","25"," 0","-","-","BR","M","0.00","29.80","29.96"," 6.2","21","6.5"
2,2013-02-15,"48","25","37","11","27","33","28"," 0","0644","1720","SN FG+ FZFG BR","0.0","0.00","28.83","29.95"," 9.9","23","10.4"
1,2013-02-16,"39","31","35","M","24","31","30"," 0","-","-","SN BR","M","  T","29.75","29.89"," 5.9","34","6.1"
2,2013-02-16,"38","25","32"," 6","22","29","33"," 0","0643","1721","SN BR","1.8","0.08","28.77","29.86"," 8.3","35","8.7"
1,2013-02-17,"31","17","24","M","7","18","41"," 0","-","-","SN UP","M","0.02","29.36","29.52","15.4","31","16.1"
2,2013-02-17,"25","12","19","-7","4","15","46"," 0","0641","1722","SN UP BLSN","2.2","0.09","28.43","29.54","20.9","31","21.9"
1,2013-02-18,"31","15","23","M","-1","17","42"," 0","-","-"," ","M","0.00","29.72","29.95","15.5","28","16.4"
2,2013-02-18,"26","10","18","-8","-2","13","47"," 0","0640","1723"," ","0.0","0.00","28.79","29.98","20.7","28","21.2"
1,2013-02-19,"47","22","35","M","21","32","30"," 0","-","-","RA BR","M","0.27","29.84","29.95"," 3.0","19","5.5"
2,2013-02-19,"43","20","32"," 5","23","30","33"," 0","0638","1725","RA BR","0.0","0.28","28.85","29.92"," 9.5","22","11.1"
1,2013-02-20,"42","27","35","M","19","29","30"," 0","-","-"," ","M","  T","29.46","29.64","12.4","27","12.7"
2,2013-02-20,"37","22","M","M","M","M","M","M","0637","1726","UP","  T","  T","28.53","M","19.5","28","18.9"
1,2013-02-21,"31","25","28","M","11","22","37"," 0","-","-"," ","M","0.00","29.69","29.90","10.8","30","11.9"
2,2013-02-21,"30","20","25","-2","10","19","40"," 0","0636","1727"," ","  T","  T","28.73","29.91","16.6","30","17.6"
1,2013-02-22,"40","25","33","M","18","28","32"," 0","-","-"," ","M","0.00","30.16","30.35"," 2.8","01","4.5"
2,2013-02-22,"36","21","29"," 2","17","25","36"," 0","0634","1728"," ","0.0","0.00","29.18","30.32"," 2.8","03","8.3"
1,2013-02-23,"39","32","36","M","27","32","29"," 0","-","-","SN BR","M","0.03","30.03","30.17"," 1.4","10","2.6"
2,2013-02-23,"33","28","31"," 3","26","M","34"," 0","0633","1730","FZRA SN FG+ FZFG BR","2.0","0.15","29.03","30.13"," 6.3","12","7.3"
1,2013-02-24,"37","31","34","M","31","33","31"," 0","-","-","RA SN BR","M","0.32","29.65","29.82"," 9.7","02","10.2"
2,2013-02-24,"32","30","31"," 3","30","31","34"," 0","0631","1731","FZRA SN FG BR","6.1","0.90","28.67","29.79"," 9.5","02","9.8"
1,2013-02-25,"40","28","34","M","28","32","31"," 0","-","-","SN BR","M","  T","29.91","30.11"," 2.4","01","2.8"
2,2013-02-25,"35","27","31"," 3","28","30","34"," 0","0629","1732"," ","  T","  T","28.93","30.09"," 6.2","32","7.2"
1,2013-02-26,"43","29","36","M","28","33","29"," 0","-","-","BR","M","0.00","30.14","30.30"," 2.4","10","3.0"
2,2013-02-26,"38","32","35"," 7","26","31","30"," 0","0628","1733","UP","0.0","0.00","29.13","30.26"," 4.3","09","6.3"
1,2013-02-27,"42","37","40","M","35","38","25"," 0","-","-","RA BR","M","1.12","29.75","29.86","12.8","07","14.2"
2,2013-02-27,"38","31","35"," 6","34","34","30"," 0","0626","1735","RA SN FG+ FG FZFG BR UP","2.4","1.24","28.73","29.79","12.2","06","13.4"
1,2013-02-28,"47","35","41","M","33","37","24"," 0","-","-"," ","M","0.00","29.42","29.59"," 2.8","31","5.0"
2,2013-02-28,"41","31","36"," 7","32","34","29"," 0","0625","1736","SN FG+ FZFG BR","  T","0.01","28.47","29.57"," 3.9","28","5.3"
1,2013-03-01,"41","34","M","M","29","34","M","M","-","-"," ","M","  T","29.45","29.63"," 4.4","34","5.1"
2,2013-03-01,"39","32","36"," 7","26","32","29"," 0","0623","1737"," ","0.0","0.00","28.50","29.62","11.0","33","11.3"
1,2013-03-02,"43","32","38","M","25","33","27"," 0","-","-"," ","M","0.00","29.50","29.66"," 4.5","31","5.2"
2,2013-03-02,"36","29","33"," 3","23","29","32"," 0","0622","1738"," ","0.0","0.00","28.55","29.66"," 10.0","31","10.3"
1,2013-03-03,"40","31","36","M","27","32","29"," 0","-","-","RA SN","M","  T","29.46","29.62"," 5.9","30","6.4"
2,2013-03-03,"36","27","32"," 2","23","27","33"," 0","0620","1739","SN BR","0.2","0.01","28.51","29.61","11.6","30","11.8"
1,2013-03-04,"40","31","36","M","22","30","29"," 0","-","-","SN UP","M","  T","29.46","29.64","11.1","30","11.7"
2,2013-03-04,"35","23","29","-1","19","25","36"," 0","0618","1741","SN","  T","  T","28.53","29.65","20.3","29","20.6"
1,2013-03-05,"46","31","39","M","26","33","26"," 0","-","-"," ","M","0.00","29.75","29.96"," 4.4","35","6.3"
2,2013-03-05,"42","25","34"," 3","23","30","31"," 0","0617","1742"," ","0.0","0.00","28.79","29.95"," 8.0","33","9.7"
1,2013-03-06,"40","34","37","M","31","35","28"," 0","-","-","RA SN BR UP","M","0.16","29.94","30.11","15.5","06","16.0"
2,2013-03-06,"35","29","32"," 1","30","31","33"," 0","0615","1743","SN BR UP","0.7","0.11","28.92","30.04","14.8","06","15.4"
1,2013-03-07,"35","32","34","M","28","31","31"," 0","-","-","SN FG BR UP","M","0.01","29.91","30.07","17.9","02","18.1"
2,2013-03-07,"31","27","29","-2","26","28","36"," 0","0613","1744","SN FZFG BR","7.2","0.44","28.90","30.02","17.1","03","17.3"
1,2013-03-08,"44","30","37","M","25","32","28"," 0","-","-","SN FG+ FZFG BR","M","0.16","29.88","30.06","12.8","01","12.9"
2,2013-03-08,"38","27","33"," 1","24","29","32"," 0","0612","1745","SN FG+ FZFG BR","14.9","1.27","28.88","30.02","15.6","02","15.8"
